70	sample1_nopolyA_ext70_cluster_6435	chrM	9327	9396	70:1	+	1	chrM	2k_up	7876	9875	+	.	NM_001163773	Gm10222	Gm10222:chrM:9876-10417:+
138	sample1_nopolyA_ext70_cluster_1302	chr12	110797840	110797977	68:2|2:4|68:2	+	4	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1303	chr12	110798016	110798085	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1303	chr12	110798016	110798085	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1303	chr12	110798016	110798085	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1303	chr12	110798016	110798085	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1303	chr12	110798016	110798085	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1304	chr12	110798223	110798292	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1304	chr12	110798223	110798292	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1304	chr12	110798223	110798292	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1304	chr12	110798223	110798292	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1304	chr12	110798223	110798292	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1305	chr12	110798621	110798690	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1305	chr12	110798621	110798690	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1305	chr12	110798621	110798690	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1305	chr12	110798621	110798690	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1305	chr12	110798621	110798690	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1306	chr12	110799280	110799349	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1306	chr12	110799280	110799349	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1306	chr12	110799280	110799349	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1306	chr12	110799280	110799349	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1306	chr12	110799280	110799349	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1307	chr12	110799436	110799505	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1307	chr12	110799436	110799505	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1307	chr12	110799436	110799505	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1307	chr12	110799436	110799505	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1307	chr12	110799436	110799505	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
127	sample1_nopolyA_ext70_cluster_1308	chr12	110799570	110799696	57:1|13:2|57:1	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
127	sample1_nopolyA_ext70_cluster_1308	chr12	110799570	110799696	57:1|13:2|57:1	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
127	sample1_nopolyA_ext70_cluster_1308	chr12	110799570	110799696	57:1|13:2|57:1	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
127	sample1_nopolyA_ext70_cluster_1308	chr12	110799570	110799696	57:1|13:2|57:1	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
127	sample1_nopolyA_ext70_cluster_1308	chr12	110799570	110799696	57:1|13:2|57:1	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1309	chr12	110800120	110800189	70:1	+	1	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1309	chr12	110800120	110800189	70:1	+	1	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1309	chr12	110800120	110800189	70:1	+	1	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1309	chr12	110800120	110800189	70:1	+	1	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1309	chr12	110800120	110800189	70:1	+	1	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1310	chr12	110800287	110800356	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1310	chr12	110800287	110800356	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1310	chr12	110800287	110800356	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1310	chr12	110800287	110800356	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1310	chr12	110800287	110800356	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1311	chr12	110800426	110800495	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1311	chr12	110800426	110800495	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1311	chr12	110800426	110800495	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1311	chr12	110800426	110800495	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1311	chr12	110800426	110800495	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1312	chr12	110800660	110800729	70:1	+	1	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1312	chr12	110800660	110800729	70:1	+	1	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1312	chr12	110800660	110800729	70:1	+	1	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1312	chr12	110800660	110800729	70:1	+	1	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1312	chr12	110800660	110800729	70:1	+	1	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1313	chr12	110803462	110803531	70:2	+	2	chr12	intron	110796531	110809600	+	.	NR_027652	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1313	chr12	110803462	110803531	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1313	chr12	110803462	110803531	70:2	+	2	chr12	5UTR	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1313	chr12	110803462	110803531	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_003633	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1313	chr12	110803462	110803531	70:2	+	2	chr12	exon	110796850	110806809	+	-1	NR_027651	Meg3	Meg3:chr12:110779206-110809938:+
70	sample1_nopolyA_ext70_cluster_1314	chr12	110888933	110889002	70:3	+	3	chr12	intron	110888368	110889222	+	.	NR_028261	Rian	Rian:chr12:110842155-110899919:+
70	sample1_nopolyA_ext70_cluster_596	chr10	110921743	110921812	70:1	+	1	chr10	intron	110918373	110922554	+	.	NM_001146707	Nap1l1	Nap1l1:chr10:110910248-110935200:+
70	sample1_nopolyA_ext70_cluster_596	chr10	110921743	110921812	70:1	+	1	chr10	intron	110918373	110922554	+	.	NM_015781	Nap1l1	Nap1l1:chr10:110910248-110935200:+
70	sample1_nopolyA_ext70_cluster_6240	chr9	111081890	111081959	70:1	+	1	chr9	intron	111063894	111091265	+	.	NM_027742	Lrrfip2	Lrrfip2:chr9:111020639-111127829:+
70	sample1_nopolyA_ext70_cluster_5134	chr6	111089169	111089238	70:1	+	1	chr6	intron	111030468	111157736	+	.	NM_177328	Grm7	Grm7:chr6:110595592-111517224:+
70	sample1_nopolyA_ext70_cluster_4927	chr5	111193697	111193766	70:1	-	1	chr5	intron	111185786	111199510	-	.	NM_029337	Ep400	Ep400:chr5:111093392-111199736:-
70	sample1_nopolyA_ext70_cluster_4927	chr5	111193697	111193766	70:1	-	1	chr5	intron	111185786	111199510	-	.	NM_173066	Ep400	Ep400:chr5:111093392-111199736:-
70	sample1_nopolyA_ext70_cluster_5864	chr8	111286025	111286094	70:1	+	1	chr8	intron	111239231	111316101	+	.	NM_007496	Zfhx3	Zfhx3:chr8:111238544-111485536:+
70	sample1_nopolyA_ext70_cluster_597	chr10	111808330	111808399	70:3	+	3	chr10	intron	111709461	111892663	+	.	NM_001025581	Kcnc2	Kcnc2:chr10:111708179-111903360:+
70	sample1_nopolyA_ext70_cluster_4283	chr4	111907703	111907772	70:4	+	4	chr4	intron	111905050	111908340	+	.	NM_001102474	Skint3	Skint3:chr4:111904850-111973073:+
70	sample1_nopolyA_ext70_cluster_4283	chr4	111907703	111907772	70:4	+	4	chr4	intron	111905050	111908340	+	.	NM_177578	Skint3	Skint3:chr4:111904850-111973073:+
70	sample1_nopolyA_ext70_cluster_1441	chr12	112123746	112123815	70:1	-	1	chr12	intron	112122269	112127275	-	.	NM_026048	2810452K22Rik	2810452K22Rik:chr12:112110832-112127324:-
70	sample1_nopolyA_ext70_cluster_5866	chr8	112609583	112609652	70:1	+	1	chr8	intron	112608352	112612321	+	.	NM_175480	Zfp612	Zfp612:chr8:112603662-112614088:+
70	sample1_nopolyA_ext70_cluster_5691	chr7	112713211	112713280	70:3	-	3	chr7	intron	112708073	112713485	-	.	NM_009685	Apbb1	Apbb1:chr7:112706998-112730049:-
70	sample1_nopolyA_ext70_cluster_5868	chr8	112893473	112893542	70:2	+	2	chr8	intron	112889462	112904457	+	.	NM_172916	Hydin	Hydin:chr8:112790877-113134153:+
53	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	intron	113015249	113016230	+	.	NM_001025360	Klc1	Klc1:chr12:112997060-113044986:+
53	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	intron	113015249	113016230	+	.	NM_001081959	Klc1	Klc1:chr12:112997060-113044986:+
53	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	intron	113015249	113016230	+	.	NM_008450	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	CDS	113016231	113016318	+	2	NM_001025360	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	CDS	113016231	113016318	+	2	NM_001081959	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	CDS	113016231	113016318	+	2	NM_008450	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	exon	113016231	113016318	+	2	NM_001025360	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	exon	113016231	113016318	+	2	NM_001081959	Klc1	Klc1:chr12:112997060-113044986:+
17	sample1_nopolyA_ext70_cluster_1315	chr12	113016178	113016247	70:1	+	1	chr12	exon	113016231	113016318	+	2	NM_008450	Klc1	Klc1:chr12:112997060-113044986:+
70	sample1_nopolyA_ext70_cluster_1127	chr11	113152859	113152928	70:1	-	1	chr11	intron	113111881	113167198	-	.	NM_027216	Slc39a11	Slc39a11:chr11:113106169-113427075:-
70	sample1_nopolyA_ext70_cluster_1603	chr13	113166010	113166079	70:1	+	1	chr13	intron	113158557	113171336	+	.	NM_029898	Ankrd55	Ankrd55:chr13:113079028-113174210:+
70	sample1_nopolyA_ext70_cluster_1316	chr12	113259084	113259153	70:1	+	1	chr12	intron	113254174	113261452	+	.	NM_029056	Tdrd9	Tdrd9:chr12:113209770-113307065:+
176	sample1_nopolyA_ext70_cluster_1778	chr13	113368369	113368544	5:1|2:3|1:4|5:7|3:9|9:10|1:12|3:13|1:14|1:16|2:19|2:20|3:23|1:24|2:25|1:26|3:27|25:29|5:28|2:26|1:25|5:22|3:20|9:19|1:17|1:16|3:17|2:20|1:22|1:24|1:25|1:24|2:25|1:24|2:23|1:22|3:21|52:19|2:18|1:17|1:12|1:9|1:7|1:4|1:3|1:1	-	48	chr13	intron	113356110	113370845	-	.	NM_139299	Il31ra	Il31ra:chr13:113313017-113370870:-
121	sample1_nopolyA_ext70_cluster_1779	chr13	113368803	113368923	34:1|3:2|2:4|2:6|6:7|4:8|19:9|34:8|3:7|2:5|2:3|6:2|4:1	-	9	chr13	intron	113356110	113370845	-	.	NM_139299	Il31ra	Il31ra:chr13:113313017-113370870:-
70	sample1_nopolyA_ext70_cluster_5869	chr8	113386952	113387021	70:1	+	1	chr8	intron	113383845	113387150	+	.	NM_133973	Cog4	Cog4:chr8:113370924-113406134:+
71	sample1_nopolyA_ext70_cluster_4928	chr5	113428733	113428803	1:1|69:2|1:1	-	2	chr5	intron	113414862	113444386	-	.	NM_001035531	Adrbk2	Adrbk2:chr5:113339498-113444534:-
71	sample1_nopolyA_ext70_cluster_4928	chr5	113428733	113428803	1:1|69:2|1:1	-	2	chr5	intron	113414862	113444386	-	.	NM_177078	Adrbk2	Adrbk2:chr5:113339498-113444534:-
70	sample1_nopolyA_ext70_cluster_5870	chr8	113490776	113490845	70:1	+	1	chr8	intron	113486263	113491316	+	.	NM_009179	St3gal2	St3gal2:chr8:113443765-113496397:+
70	sample1_nopolyA_ext70_cluster_3452	chr2	113513097	113513166	70:1	+	1	chr2	intron	113476982	113528265	+	.	NM_001043322	Fmn1	Fmn1:chr2:113167893-113556924:+
70	sample1_nopolyA_ext70_cluster_3452	chr2	113513097	113513166	70:1	+	1	chr2	intron	113476982	113528265	+	.	NM_010230	Fmn1	Fmn1:chr2:113167893-113556924:+
70	sample1_nopolyA_ext70_cluster_1128	chr11	113534977	113535046	70:1	-	1	chr11	intron	113524858	113538617	-	.	NM_138598	D11Wsu99e	D11Wsu99e:chr11:113522633-113545465:-
76	sample1_nopolyA_ext70_cluster_6248	chr9	113665545	113665620	5:1|1:3|64:5|5:4|1:2	+	5	chr9	intron	113650994	113670707	+	.	NM_001114347	Clasp2	Clasp2:chr9:113650591-113828815:+
70	sample1_nopolyA_ext70_cluster_6039	chr8	113697340	113697409	70:2	-	2	chr8	intron	113697165	113698133	-	.	NM_009149	Glg1	Glg1:chr8:113681458-113783102:-
70	sample1_nopolyA_ext70_cluster_6040	chr8	113745638	113745707	70:1	-	1	chr8	intron	113725459	113782670	-	.	NM_009149	Glg1	Glg1:chr8:113681458-113783102:-
70	sample1_nopolyA_ext70_cluster_5308	chr6	113779436	113779505	70:1	-	1	chr6	intron	113767340	113792125	-	.	NM_001036684	Atp2b2	Atp2b2:chr6:113695662-113992020:-
70	sample1_nopolyA_ext70_cluster_5308	chr6	113779436	113779505	70:1	-	1	chr6	intron	113767340	113792125	-	.	NM_009723	Atp2b2	Atp2b2:chr6:113695662-113992020:-
8	sample1_nopolyA_ext70_cluster_1605	chr13	113784189	113784258	70:1	+	1	chr13	exon	113784076	113784196	+	0	NM_001037914	Gm6320	Gm6320:chr13:113784076-113790602:+
8	sample1_nopolyA_ext70_cluster_1605	chr13	113784189	113784258	70:1	+	1	chr13	CDS	113784081	113784196	+	0	NM_001037914	Gm6320	Gm6320:chr13:113784076-113790602:+
62	sample1_nopolyA_ext70_cluster_1605	chr13	113784189	113784258	70:1	+	1	chr13	intron	113784197	113784295	+	.	NM_001037914	Gm6320	Gm6320:chr13:113784076-113790602:+
77	sample1_nopolyA_ext70_cluster_6249	chr9	113838215	113838291	1:1|2:3|1:6|1:7|1:10|1:11|63:16|1:15|2:13|1:10|1:9|1:6|1:5	+	16	chr9	2k_up	113838052	113840051	+	.	NM_001083319	Ubp1	Ubp1:chr9:113840052-113886319:+
77	sample1_nopolyA_ext70_cluster_6249	chr9	113838215	113838291	1:1|2:3|1:6|1:7|1:10|1:11|63:16|1:15|2:13|1:10|1:9|1:6|1:5	+	16	chr9	2k_up	113838052	113840051	+	.	NM_013699	Ubp1	Ubp1:chr9:113840052-113886319:+
70	sample1_nopolyA_ext70_cluster_6041	chr8	113907215	113907284	70:1	-	1	chr8	intron	113890387	113917382	-	.	NM_178086	Fa2h	Fa2h:chr8:113869038-113917721:-
70	sample1_nopolyA_ext70_cluster_5309	chr6	113926879	113926948	70:4	-	4	chr6	intron	113870598	113930535	-	.	NM_009723	Atp2b2	Atp2b2:chr6:113695662-113992020:-
70	sample1_nopolyA_ext70_cluster_752	chr10	114092203	114092272	70:1	-	1	chr10	intron	114029263	114133066	-	.	NM_146241	Trhde	Trhde:chr10:113836079-114238420:-
70	sample1_nopolyA_ext70_cluster_753	chr10	114226024	114226093	70:24	-	24	chr10	intron	114225272	114237574	-	.	NM_146241	Trhde	Trhde:chr10:113836079-114238420:-
70	sample1_nopolyA_ext70_cluster_1608	chr13	114623534	114623603	70:1	+	1	chr13	intron	114584905	114712454	+	.	NM_172595	Arl15	Arl15:chr13:114584716-114947669:+
70	sample1_nopolyA_ext70_cluster_6407	chr9	114689636	114689705	70:1	-	1	chr9	intron	114672511	114690785	-	.	NM_133978	Cmtm7	Cmtm7:chr9:114665954-114690947:-
70	sample1_nopolyA_ext70_cluster_3958	chr3	114696013	114696082	70:1	+	1	chr3	intron	114607470	114792998	+	.	NM_153458	Olfm3	Olfm3:chr3:114607281-114828174:+
70	sample1_nopolyA_ext70_cluster_754	chr10	114746418	114746487	70:1	-	1	chr10	intron	114739848	114752249	-	.	NM_024454	Rab21	Rab21:chr10:114726918-114752647:-
70	sample1_nopolyA_ext70_cluster_1609	chr13	114789762	114789831	70:1	+	1	chr13	intron	114757999	114944911	+	.	NM_172595	Arl15	Arl15:chr13:114584716-114947669:+
70	sample1_nopolyA_ext70_cluster_5521	chr7	114834069	114834138	70:1	+	1	chr7	intron	114829488	114841080	+	.	NM_001163557	Ppfibp2	Ppfibp2:chr7:114738565-114892096:+
70	sample1_nopolyA_ext70_cluster_5521	chr7	114834069	114834138	70:1	+	1	chr7	intron	114829488	114841080	+	.	NM_008905	Ppfibp2	Ppfibp2:chr7:114738565-114892096:+
70	sample1_nopolyA_ext70_cluster_599	chr10	114865202	114865271	70:2	+	2	chr10	intron	114864847	114865916	+	.	NM_001033261	Zfc3h1	Zfc3h1:chr10:114822015-114869827:+
70	sample1_nopolyA_ext70_cluster_4722	chr5	114908409	114908478	70:60	+	60	chr5	intron	114906016	114908903	+	.	NM_023556	Mvk	Mvk:chr5:114894315-114910599:+
70	sample1_nopolyA_ext70_cluster_5137	chr6	115114894	115114963	70:1	+	1	chr6	intron	115085479	115186031	+	.	NM_001111015	Syn2	Syn2:chr6:115084920-115232644:+
70	sample1_nopolyA_ext70_cluster_5137	chr6	115114894	115114963	70:1	+	1	chr6	intron	115085479	115186031	+	.	NM_013681	Syn2	Syn2:chr6:115084920-115232644:+
70	sample1_nopolyA_ext70_cluster_6408	chr9	115192073	115192142	70:1	-	1	chr9	intron	115189638	115218869	-	.	NM_024222	Stt3b	Stt3b:chr9:115151700-115219539:-
70	sample1_nopolyA_ext70_cluster_951	chr11	115248177	115248246	70:2	+	2	chr11	intron	115243716	115251824	+	.	NM_001080929	Cdr2l	Cdr2l:chr11:115243230-115257446:+
70	sample1_nopolyA_ext70_cluster_4723	chr5	115301823	115301892	70:1	+	1	chr5	2k_up	115301723	115303722	+	.	NM_026263	4930519G04Rik	4930519G04Rik:chr5:115303723-115333888:+
70	sample1_nopolyA_ext70_cluster_4724	chr5	115302024	115302093	70:1	+	1	chr5	2k_up	115301723	115303722	+	.	NM_026263	4930519G04Rik	4930519G04Rik:chr5:115303723-115333888:+
67	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	intron	115593317	115596253	-	.	NM_001025567	Dmbx1	Dmbx1:chr4:115587724-115612531:-
67	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	intron	115593332	115596253	-	.	NM_130865	Dmbx1	Dmbx1:chr4:115587724-115612531:-
3	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	CDS	115596254	115596407	-	0	NM_001025567	Dmbx1	Dmbx1:chr4:115587724-115612531:-
3	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	CDS	115596254	115596407	-	0	NM_130865	Dmbx1	Dmbx1:chr4:115587724-115612531:-
3	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	exon	115596254	115596419	-	0	NM_001025567	Dmbx1	Dmbx1:chr4:115587724-115612531:-
3	sample1_nopolyA_ext70_cluster_4514	chr4	115596187	115596256	70:1	-	1	chr4	exon	115596254	115596419	-	0	NM_130865	Dmbx1	Dmbx1:chr4:115587724-115612531:-
70	sample1_nopolyA_ext70_cluster_4932	chr5	115597345	115597414	70:1	-	1	chr5	3UTR	115592990	115597924	-	-1	NM_175403	Mlec	Mlec:chr5:115592990-115608185:-
70	sample1_nopolyA_ext70_cluster_4932	chr5	115597345	115597414	70:1	-	1	chr5	exon	115592990	115598153	-	1	NM_175403	Mlec	Mlec:chr5:115592990-115608185:-
70	sample1_nopolyA_ext70_cluster_5312	chr6	115617109	115617178	70:1	-	1	chr6	intron	115594661	115626253	-	.	NM_029780	Raf1	Raf1:chr6:115568591-115626653:-
70	sample1_nopolyA_ext70_cluster_953	chr11	115800352	115800421	70:3	+	3	chr11	intron	115799372	115813280	+	.	NM_020483	Sap30bp	Sap30bp:chr11:115794973-115826848:+
70	sample1_nopolyA_ext70_cluster_4515	chr4	115815999	115816068	70:1	-	1	chr4	intron	115810440	115816901	-	.	NM_026547	1520402A15Rik	1520402A15Rik:chr4:115809333-115817221:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_001136072	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_001159567	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_001159568	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_001159569	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_001159570	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_3718	chr2	115857737	115857806	70:2	-	2	chr2	intron	115826013	115874819	-	.	NM_010825	Meis2	Meis2:chr2:115687000-115890794:-
70	sample1_nopolyA_ext70_cluster_954	chr11	115911615	115911684	70:3	+	3	chr11	intron	115911487	115912000	+	.	NM_172569	Unk	Unk:chr11:115891636-115922508:+
70	sample1_nopolyA_ext70_cluster_1132	chr11	116085852	116085921	70:1	-	1	chr11	intron	116085516	116086381	-	.	NM_025276	Evpl	Evpl:chr11:116081873-116099405:-
70	sample1_nopolyA_ext70_cluster_4516	chr4	116118329	116118398	70:1	-	1	chr4	intron	116108197	116136340	-	.	NM_001042743	Mast2	Mast2:chr4:115979367-116136788:-
70	sample1_nopolyA_ext70_cluster_4516	chr4	116118329	116118398	70:1	-	1	chr4	intron	116108197	116136340	-	.	NM_008641	Mast2	Mast2:chr4:115979367-116136788:-
70	sample1_nopolyA_ext70_cluster_1909	chr14	116148390	116148459	70:1	+	1	chr14	intron	115951558	116187394	+	.	NM_175500	Gpc5	Gpc5:chr14:115491474-116924400:+
